TIME,OPEN(T),HIGH(t),LOW(t),CLOSE(t)
13:27:40,87260,87260,87260,87260
13:27:41,87250,87270,87250,87270
13:27:42,87280,87300,87280,87290
13:27:43,87290,87300,87280,87280
13:27:44,87290,87290,87270,87270
13:27:45,87280,87290,87280,87290
13:27:46,87290,87290,87280,87280
13:27:47,87290,87420,87290,87410
13:27:48,87400,87450,87370,87440
13:27:49,87450,87460,87430,87450
13:27:50,87430,87450,87430,87450
13:27:51,87430,87440,87420,87440
13:27:52,87430,87450,87430,87440
13:27:53,87450,87450,87420,87420
13:27:54,87430,87440,87410,87430
13:27:55,87420,87430,87410,87420
13:27:56,87420,87440,87420,87430
13:27:57,87430,87430,87420,87430
13:27:58,87420,87440,87420,87410
13:27:59,87420,87450,87420,87430
13:28:00,87430,87460,87430,87460
13:28:01,87460,87480,87450,87460
13:28:02,87440,87460,87440,87440
13:28:03,87440,87460,87440,87460
13:28:04,87460,87470,87450,87460
13:28:05,87450,87490,87450,87470
13:28:06,87470,87490,87460,87480
13:28:07,87480,87480,87460,87460
13:28:08,87470,87490,87460,87470
13:28:09,87470,87480,87470,87470
13:28:10,87480,87480,87460,87480
13:28:11,87490,87490,87480,87480
13:28:12,87490,87500,87470,87470
13:28:13,87470,87510,87470,87510
13:28:14,87510,87510,87480,87480
13:28:15,87470,87480,87470,87490
13:28:16,87470,87490,87470,87490
13:28:17,87490,87490,87460,87470
13:28:18,87470,87490,87470,87480
13:28:19,87480,87480,87470,87460
13:28:20,87480,87480,87440,87440
13:28:21,87460,87470,87440,87470
13:28:22,87450,87460,87450,87450
13:28:23,87450,87460,87440,87460
13:28:24,87440,87440,87440,87440
13:28:25,87440,87460,87440,87440
13:28:26,87440,87460,87440,87450
13:28:27,87460,87460,87440,87440
13:28:28,87440,87440,87420,87420
13:28:29,87420,87420,87410,87420
13:28:30,87420,87430,87420,87410
13:28:31,87420,87430,87410,87430
13:28:32,87430,87440,87410,87440
13:28:33,87440,87440,87390,87400
13:28:34,87390,87400,87380,87380
13:28:35,87380,87390,87380,87390
13:28:36,87390,87550,87380,87500
13:28:37,87500,87530,87500,87530
13:28:38,87510,87530,87510,87530
13:28:39,87530,87530,87510,87530
13:28:40,87520,87520,87510,87500
13:28:41,87510,87520,87510,87520
13:28:42,87520,87520,87500,87520
13:28:43,87520,87520,87510,87510
13:28:44,87520,87520,87510,87520
13:28:45,87520,87530,87520,87530
13:28:46,87530,87530,87480,87500
13:28:47,87490,87500,87490,87500
13:28:48,87490,87500,87480,87500
13:28:49,87480,87500,87480,87490
13:28:50,87490,87500,87490,87480
13:28:51,87480,87480,87480,87500
13:28:52,87500,87500,87500,87500
13:28:53,87490,87490,87480,87480
13:28:54,87480,87480,87470,87470
13:28:55,87470,87470,87470,87470
13:28:56,87460,87460,87460,87460
13:28:57,87470,87470,87450,87450
13:28:58,87450,87450,87450,87460
13:28:59,87460,87460,87450,87450
13:29:00,87460,87460,87460,87460
13:29:01,87460,87470,87460,87470
13:29:02,87470,87470,87470,87480
13:29:03,87480,87480,87470,87470
13:29:04,87470,87480,87460,87480
13:29:05,87470,87470,87470,87480
13:29:07,87480,87480,87470,87470
13:29:08,87470,87470,87470,87470
13:29:09,87470,87480,87470,87480
13:29:10,87480,87480,87480,87480
13:29:12,87490,87490,87480,87480
13:29:13,87490,87490,87490,87490
13:29:14,87490,87490,87470,87480
13:29:15,87480,87480,87480,87480
13:29:16,87480,87480,87480,87480
13:29:17,87470,87470,87470,87470
13:29:18,87480,87480,87480,87470
13:29:19,87470,87480,87460,87480
13:29:20,87480,87480,87450,87460
13:29:21,87460,87470,87460,87450
13:29:22,87470,87470,87450,87450
13:29:23,87470,87470,87450,87460
13:29:24,87470,87470,87470,87450
13:29:25,87460,87460,87460,87450
13:29:26,87460,87460,87440,87450
13:29:27,87440,87450,87440,87440
13:29:28,87440,87450,87440,87440
13:29:29,87440,87440,87440,87440
13:29:30,87440,87440,87430,87430
13:29:31,87440,87440,87430,87440
13:29:32,87430,87430,87400,87420
13:29:33,87400,87410,87400,87410
13:29:34,87420,87420,87410,87410
13:29:35,87430,87430,87410,87410
13:29:36,87420,87430,87410,87410
13:29:37,87420,87420,87420,87420
13:29:38,87410,87410,87400,87400
13:29:39,87410,87410,87400,87400
13:29:40,87400,87400,87380,87390
13:29:41,87400,87400,87390,87390
13:29:42,87390,87390,87380,87380
13:29:43,87380,87390,87380,87380
13:29:44,87380,87390,87380,87370
13:29:45,87370,87380,87370,87370
13:29:46,87370,87370,87370,87360
13:29:47,87370,87370,87360,87360
13:29:48,87370,87370,87360,87370
13:29:49,87360,87380,87360,87370
13:29:50,87370,87380,87370,87370
13:29:51,87370,87370,87370,87370
13:29:52,87380,87380,87370,87370
13:29:53,87370,87370,87360,87360
13:29:54,87360,87370,87350,87350
13:29:55,87360,87360,87350,87350
13:29:56,87370,87370,87350,87360
13:29:57,87370,87370,87370,87370
13:29:58,87370,87370,87360,87370
13:29:59,87370,87380,87370,87380
13:30:00,87380,87400,87380,87390
13:30:01,87400,87420,87400,87410
13:30:02,87420,87420,87420,87420
13:30:03,87420,87440,87420,87440
13:30:04,87430,87430,87420,87430
13:30:05,87420,87430,87410,87410
13:30:06,87420,87420,87410,87420
13:30:07,87400,87430,87400,87430
13:30:08,87440,87440,87430,87430
13:30:09,87440,87440,87430,87440
13:30:10,87440,87480,87440,87470
13:30:11,87470,87530,87470,87510
13:30:12,87520,87530,87520,87530
13:30:13,87510,87550,87510,87530
13:30:14,87540,87550,87530,87550
13:30:15,87550,87560,87530,87550
13:30:16,87550,87570,87540,87570
13:30:17,87570,87580,87570,87570
13:30:18,87570,87580,87560,87580
13:30:19,87580,87580,87570,87560
13:30:20,87570,87580,87560,87570
13:30:21,87570,87570,87560,87560
13:30:22,87560,87570,87550,87570
13:30:23,87570,87580,87550,87580
13:30:24,87570,87630,87570,87620
13:30:25,87610,87650,87610,87650
13:30:26,87650,87660,87640,87650
13:30:27,87650,87660,87650,87660
13:30:28,87650,87670,87650,87670
13:30:29,87660,87660,87630,87650
13:30:30,87650,87650,87620,87630
13:30:31,87630,87640,87620,87630
13:30:32,87640,87640,87620,87640
13:30:33,87640,87670,87640,87650
13:30:34,87670,87670,87660,87660
13:30:35,87650,87660,87640,87660
13:30:36,87650,87660,87640,87660
13:30:37,87650,87650,87620,87640
13:30:38,87620,87630,87610,87620
13:30:39,87620,87630,87610,87610
13:30:40,87600,87640,87600,87620
13:30:41,87630,87630,87630,87640
13:30:42,87630,87650,87630,87620
13:30:43,87620,87620,87610,87610
13:30:44,87630,87630,87610,87610
13:30:45,87610,87610,87610,87610
13:30:46,87610,87630,87610,87610
13:30:47,87600,87600,87580,87600
13:30:48,87580,87590,87580,87580
13:30:49,87590,87590,87570,87570
13:30:50,87570,87590,87560,87580
13:30:51,87580,87590,87580,87580
13:30:52,87570,87580,87550,87550
13:30:53,87560,87560,87540,87540
13:30:54,87530,87540,87530,87530
13:30:55,87520,87530,87520,87520
13:30:56,87530,87530,87500,87510
13:30:57,87520,87530,87500,87520
13:30:58,87520,87530,87520,87520
13:30:59,87520,87530,87520,87530
13:31:00,87540,87550,87540,87540
13:31:01,87550,87550,87530,87530
13:31:02,87530,87540,87530,87540
13:31:03,87530,87550,87530,87550
13:31:04,87550,87550,87550,87540
13:31:05,87550,87560,87550,87550
13:31:06,87570,87580,87570,87560
13:31:07,87560,87560,87560,87580
13:31:08,87580,87580,87580,87570
13:31:09,87580,87580,87540,87550
13:31:10,87550,87550,87550,87550
13:31:11,87560,87560,87550,87550
13:31:12,87560,87580,87560,87580
13:31:13,87590,87590,87570,87570
13:31:14,87580,87580,87560,87580
13:31:15,87580,87580,87560,87560
13:31:16,87560,87560,87540,87560
13:31:17,87550,87570,87550,87560
13:31:18,87560,87570,87560,87570
13:31:19,87580,87580,87580,87580
13:31:20,87570,87570,87570,87570
13:31:21,87570,87570,87560,87570
13:31:22,87570,87570,87560,87570
13:31:23,87550,87570,87550,87570
13:31:24,87560,87570,87560,87570
13:31:25,87570,87590,87570,87580
13:31:26,87590,87590,87580,87580
13:31:27,87590,87590,87570,87570
13:31:28,87570,87570,87570,87590
13:31:29,87570,87570,87570,87570
13:31:30,87570,87590,87570,87590
13:31:31,87590,87600,87590,87600
13:31:32,87580,87610,87580,87620
13:31:33,87600,87630,87600,87630
13:31:34,87620,87620,87620,87610
13:31:35,87620,87650,87620,87640
13:31:36,87640,87650,87640,87640
13:31:37,87650,87650,87640,87650
13:31:38,87650,87660,87640,87650
13:31:39,87650,87650,87640,87640
13:31:40,87640,87640,87630,87630
13:31:41,87630,87630,87610,87610
13:31:42,87610,87620,87610,87620
13:31:43,87620,87680,87620,87680
13:31:44,87680,87680,87650,87660
13:31:45,87640,87660,87640,87650
13:31:46,87660,87660,87630,87630
13:31:47,87660,87660,87660,87660
13:31:48,87640,87700,87640,87700
13:31:49,87700,87700,87680,87700
13:31:50,87700,87700,87660,87670
13:31:51,87670,87680,87650,87660
13:31:52,87660,87670,87660,87650
13:31:53,87660,87660,87650,87640
13:31:54,87650,87660,87640,87650
13:31:55,87650,87670,87650,87670
13:31:56,87670,87670,87650,87670
13:31:57,87650,87680,87650,87680
13:31:58,87680,87690,87670,87670
13:31:59,87670,87670,87670,87670
13:32:00,87680,87700,87680,87690
13:32:01,87680,87690,87680,87690
13:32:02,87690,87710,87680,87700
13:32:03,87700,87720,87700,87720
13:32:04,87700,87720,87700,87730
13:32:05,87720,87730,87710,87730
13:32:06,87720,87740,87700,87720
13:32:07,87720,87730,87710,87720
13:32:08,87720,87740,87720,87730
13:32:09,87740,87740,87720,87730
13:32:10,87730,87740,87720,87730
13:32:11,87730,87730,87720,87720
13:32:12,87730,87740,87730,87730
13:32:13,87740,87750,87730,87750
13:32:14,87730,87750,87730,87740
13:32:15,87750,87750,87740,87750
13:32:16,87750,87750,87730,87740
13:32:17,87750,87750,87740,87750
13:32:18,87750,87770,87740,87740
13:32:19,87750,87750,87730,87750
13:32:20,87750,87750,87740,87750
13:32:21,87740,87740,87720,87720
13:32:22,87720,87740,87720,87740
13:32:23,87720,87730,87710,87720
13:32:24,87710,87730,87690,87700
13:32:25,87690,87700,87670,87680
13:32:26,87680,87680,87670,87680
13:32:27,87670,87680,87660,87660
13:32:28,87660,87680,87660,87680
13:32:29,87660,87680,87660,87660
13:32:30,87670,87680,87660,87680
13:32:31,87680,87690,87670,87670
13:32:32,87690,87690,87670,87680
13:32:33,87680,87690,87670,87680
13:32:34,87680,87700,87680,87700
13:32:35,87700,87700,87680,87700
13:32:36,87680,87700,87680,87700
13:32:37,87690,87700,87690,87690
13:32:38,87690,87690,87690,87690
13:32:39,87690,87690,87680,87690
13:32:40,87680,87700,87680,87690
13:32:41,87690,87690,87690,87690
13:32:42,87690,87690,87680,87680
13:32:43,87680,87720,87680,87720
13:32:44,87720,87720,87710,87720
13:32:45,87720,87730,87720,87720
13:32:46,87710,87720,87710,87710
13:32:47,87710,87710,87710,87710
13:32:48,87730,87730,87730,87730
13:32:49,87730,87730,87710,87700
13:32:50,87720,87720,87700,87700
13:32:51,87710,87710,87710,87710
13:32:52,87710,87710,87710,87710
13:32:53,87700,87700,87700,87700
13:32:54,87690,87700,87670,87690
13:32:55,87670,87670,87660,87660
13:32:56,87660,87680,87650,87650
13:32:57,87640,87650,87640,87640
13:32:59,87640,87660,87640,87660
13:33:00,87640,87660,87640,87660
13:33:01,87660,87670,87660,87670
13:33:02,87670,87670,87660,87660
13:33:04,87680,87680,87670,87670
13:33:05,87660,87660,87660,87660
13:33:06,87670,87680,87670,87660
13:33:07,87660,87660,87660,87660
13:33:08,87660,87660,87660,87660
13:33:09,87670,87670,87670,87670
13:33:10,87660,87660,87660,87660
13:33:11,87660,87660,87650,87650
13:33:12,87660,87680,87660,87690
13:33:13,87680,87680,87680,87690
13:33:14,87690,87710,87690,87710
13:33:15,87720,87720,87700,87700
13:33:16,87700,87700,87680,87680
13:33:17,87700,87700,87700,87700
13:33:18,87710,87720,87710,87720
13:33:19,87720,87730,87720,87730
13:33:20,87730,87730,87720,87720
13:33:21,87710,87730,87710,87720
13:33:22,87720,87730,87700,87730
13:33:23,87730,87730,87720,87720
13:33:24,87730,87730,87730,87720
13:33:25,87730,87730,87730,87730
13:33:26,87730,87740,87730,87730
13:33:27,87740,87740,87730,87730
13:33:28,87730,87730,87720,87730
13:33:29,87720,87730,87720,87730
13:33:30,87720,87720,87720,87720
13:33:31,87730,87730,87730,87720
13:33:32,87730,87740,87720,87740
13:33:33,87730,87730,87720,87720
13:33:34,87720,87720,87720,87720
13:33:35,87710,87730,87710,87720
13:33:36,87730,87730,87720,87730
13:33:37,87730,87730,87730,87730
13:33:39,87720,87720,87720,87730
13:33:40,87720,87730,87710,87710
13:33:41,87720,87720,87700,87700
13:33:42,87690,87690,87690,87690
13:33:43,87690,87690,87680,87680
13:33:44,87670,87680,87670,87670
13:33:45,87680,87690,87670,87670
13:33:46,87670,87670,87660,87660
13:33:47,87660,87680,87660,87680
13:33:48,87660,87670,87660,87660
13:33:49,87670,87670,87670,87670
13:33:50,87680,87680,87680,87660
13:33:51,87680,87690,87680,87680
13:33:52,87680,87680,87680,87680
13:33:53,87690,87690,87690,87690
13:33:54,87700,87700,87690,87680
13:33:56,87680,87680,87680,87690
13:33:57,87680,87680,87680,87680
13:33:58,87680,87680,87670,87670
13:33:59,87680,87680,87680,87680
13:34:00,87680,87680,87680,87680
13:34:01,87660,87680,87660,87680
13:34:02,87680,87690,87680,87680
13:34:03,87690,87690,87690,87700
13:34:04,87700,87720,87690,87710
13:34:05,87710,87740,87710,87740
13:34:06,87720,87720,87710,87720
13:34:07,87720,87720,87710,87710
13:34:08,87720,87720,87720,87720
13:34:09,87710,87710,87700,87700
13:34:10,87720,87730,87720,87730
13:34:11,87730,87740,87720,87740
13:34:12,87720,87740,87720,87740
13:34:13,87720,87720,87720,87720
13:34:14,87720,87720,87700,87720
13:34:15,87720,87720,87690,87680
13:34:16,87680,87680,87670,87680
13:34:17,87680,87690,87680,87680
13:34:18,87690,87690,87680,87680
13:34:19,87680,87680,87670,87680
13:34:20,87680,87690,87680,87690
13:34:22,87690,87690,87690,87690
13:34:23,87680,87680,87680,87690
13:34:24,87670,87680,87670,87680
13:34:25,87690,87690,87690,87690
13:34:26,87690,87690,87680,87690
13:34:27,87690,87690,87670,87670
13:34:28,87670,87680,87670,87680
13:34:29,87690,87690,87690,87690
13:34:30,87690,87690,87650,87650
13:34:31,87660,87660,87650,87660
13:34:32,87660,87670,87650,87650
13:34:33,87660,87660,87660,87660
13:34:34,87650,87660,87650,87660
13:34:35,87660,87660,87650,87660
13:34:36,87660,87660,87660,87660
13:34:37,87660,87660,87650,87660
13:34:38,87660,87660,87650,87660
13:34:40,87660,87660,87660,87660
13:34:41,87650,87660,87650,87650
13:34:42,87660,87660,87640,87650
13:34:43,87640,87650,87620,87640
13:34:44,87640,87640,87630,87650
13:34:45,87640,87640,87640,87640
13:34:46,87650,87650,87630,87640
13:34:47,87620,87640,87620,87620
13:34:48,87620,87640,87610,87610
13:34:49,87600,87620,87600,87610
13:34:50,87610,87620,87610,87610
13:34:51,87610,87610,87610,87620
13:34:52,87610,87610,87610,87620
13:34:53,87610,87610,87600,87600
13:34:54,87600,87600,87590,87590
13:34:55,87590,87600,87590,87590
13:34:56,87590,87600,87590,87610
13:34:57,87600,87610,87600,87610
13:34:58,87610,87620,87600,87610
13:34:59,87620,87620,87610,87620
13:35:00,87630,87650,87630,87640
13:35:01,87660,87660,87640,87640
13:35:02,87660,87660,87640,87660
13:35:03,87640,87640,87640,87650
13:35:04,87640,87640,87640,87640
13:35:05,87640,87640,87640,87640
13:35:06,87640,87640,87630,87630
13:35:07,87620,87630,87610,87610
13:35:08,87610,87620,87610,87610
13:35:09,87610,87610,87610,87610
13:35:10,87620,87620,87620,87620
13:35:11,87630,87660,87630,87650
13:35:12,87650,87650,87650,87660
13:35:13,87650,87650,87650,87640
13:35:14,87650,87650,87650,87650
13:35:15,87660,87660,87640,87650
13:35:16,87640,87650,87640,87660
13:35:17,87660,87660,87650,87660
13:35:18,87660,87670,87660,87670
13:35:19,87650,87650,87650,87650
13:35:20,87650,87660,87650,87660
13:35:21,87650,87650,87650,87660
13:35:23,87660,87660,87660,87660
13:35:24,87670,87670,87650,87650
13:35:25,87640,87650,87640,87640
13:35:26,87640,87650,87640,87650
13:35:27,87640,87650,87640,87660
13:35:28,87660,87660,87660,87650
13:35:29,87650,87660,87650,87660
13:35:30,87660,87660,87660,87650
13:35:31,87660,87660,87660,87660
13:35:32,87640,87650,87640,87650
13:35:33,87660,87670,87660,87670
13:35:34,87680,87680,87670,87680
13:35:35,87680,87680,87680,87680
13:35:36,87680,87690,87670,87690
13:35:37,87690,87690,87680,87680
13:35:38,87690,87690,87690,87680
13:35:39,87690,87700,87680,87700
13:35:40,87700,87700,87690,87700
13:35:41,87690,87690,87690,87700
13:35:42,87700,87700,87680,87680
13:35:43,87700,87700,87700,87700
13:35:44,87690,87690,87690,87690
13:35:45,87690,87700,87680,87690
13:35:46,87670,87670,87670,87670
13:35:47,87660,87660,87660,87660
13:35:48,87670,87670,87670,87660
13:35:49,87670,87670,87670,87670
13:35:50,87660,87660,87660,87650
13:35:51,87650,87660,87640,87650
13:35:52,87650,87660,87640,87640
13:35:53,87640,87640,87640,87640
13:35:54,87660,87660,87660,87660
13:35:55,87670,87670,87670,87660
13:35:56,87680,87690,87680,87690
13:35:57,87700,87700,87700,87690
13:35:59,87700,87710,87700,87700
13:36:00,87710,87720,87710,87710
13:36:01,87710,87720,87710,87710
13:36:02,87720,87720,87720,87720
13:36:03,87720,87720,87720,87720
13:36:04,87710,87720,87710,87710
13:36:05,87720,87720,87710,87720
13:36:06,87710,87730,87710,87720
13:36:07,87720,87730,87720,87730
13:36:09,87730,87730,87730,87730
13:36:10,87720,87730,87710,87730
13:36:11,87720,87720,87720,87720
13:36:13,87720,87730,87720,87720
13:36:14,87720,87730,87720,87720
13:36:15,87720,87730,87720,87720
13:36:17,87730,87730,87730,87730
13:36:18,87720,87730,87720,87730
13:36:19,87740,87740,87720,87730
13:36:20,87730,87740,87720,87720
13:36:21,87740,87740,87740,87740
13:36:22,87740,87740,87740,87740
13:36:23,87740,87740,87730,87730
13:36:24,87730,87740,87720,87740
13:36:25,87740,87740,87720,87720
13:36:26,87740,87740,87730,87740
13:36:27,87750,87750,87750,87750
13:36:28,87750,87750,87750,87750
13:36:29,87750,87750,87750,87750
13:36:30,87750,87760,87750,87750
13:36:31,87760,87760,87750,87760
13:36:32,87770,87780,87770,87780
13:36:33,87780,87790,87770,87790
13:36:34,87780,87780,87770,87770
13:36:35,87780,87780,87770,87780
13:36:36,87790,87790,87770,87780
13:36:37,87790,87790,87770,87780
13:36:38,87770,87770,87740,87740
13:36:39,87740,87750,87740,87750
13:36:40,87730,87740,87730,87740
13:36:41,87730,87760,87730,87760
13:36:42,87750,87770,87750,87770
13:36:43,87780,87780,87770,87780
13:36:44,87770,87770,87730,87760
13:36:45,87770,87870,87770,87870
13:36:46,87850,87870,87840,87870
13:36:47,87870,87870,87840,87840
13:36:48,87850,87860,87840,87840
13:36:49,87860,87860,87790,87790
13:36:50,87790,87860,87790,87840
13:36:51,87850,87850,87830,87830
13:36:52,87830,87850,87820,87850
13:36:53,87850,87870,87850,87870
13:36:54,87870,87900,87860,87880
13:36:55,87880,87890,87830,87850
13:36:56,87850,87860,87840,87840
13:36:57,87840,87850,87830,87840
13:36:58,87840,87870,87840,87870
13:36:59,87860,87880,87850,87860
13:37:00,87870,87880,87870,87880
13:37:01,87880,87880,87880,87870
13:37:02,87870,87880,87870,87870
13:37:03,87870,87870,87850,87850
13:37:04,87860,87860,87850,87850
13:37:05,87850,87860,87840,87850
13:37:06,87840,87850,87830,87840
13:37:07,87830,87850,87830,87850
13:37:08,87850,87870,87850,87880
13:37:09,87880,87890,87870,87890
13:37:10,87890,87890,87840,87840
13:37:11,87840,87870,87830,87860
13:37:12,87860,87870,87850,87850
13:37:13,87860,87870,87850,87870
13:37:14,87870,87870,87860,87860
13:37:15,87860,87870,87860,87870
13:37:16,87860,87880,87860,87870
13:37:17,87860,87860,87860,87860
13:37:18,87860,87870,87860,87880
13:37:19,87880,87890,87880,87890
13:37:20,87900,87910,87870,87870
13:37:21,87870,87880,87870,87860
13:37:22,87870,87880,87870,87880
13:37:23,87880,87900,87880,87880
13:37:24,87900,87900,87880,87910
13:37:25,87910,87910,87890,87910
13:37:26,87910,87920,87910,87920
13:37:27,87930,87930,87890,87910
13:37:28,87920,87930,87910,87930
13:37:29,87930,87940,87920,87930
13:37:30,87930,87950,87930,87950
13:37:31,87950,87960,87940,87940
13:37:32,87960,87960,87940,87940
13:37:33,87960,87970,87960,87970
13:37:34,87970,87980,87960,87970
13:37:35,87970,87980,87940,87960
13:37:36,87940,87950,87930,87950
13:37:37,87930,87940,87920,87920
13:37:38,87930,87940,87910,87940
13:37:39,87920,87940,87920,87940
13:37:40,87920,87970,87920,87950
13:37:41,87950,87970,87950,87960
13:37:42,87970,87970,87950,87960
13:37:43,87950,87970,87950,87960
13:37:44,87950,87950,87910,87920
13:37:45,87920,87920,87910,87910
13:37:46,87920,87920,87910,87910
13:37:47,87910,87930,87910,87930
13:37:48,87930,87930,87910,87920
13:37:49,87930,87930,87910,87920
13:37:50,87930,87930,87910,87910
13:37:51,87930,87940,87920,87910
13:37:52,87930,87930,87920,87910
13:37:53,87930,87930,87930,87920
13:37:54,87920,87940,87920,87940
13:37:56,87940,87940,87930,87930
13:37:57,87940,87940,87920,87940
13:37:58,87940,87940,87940,87940
13:37:59,87950,87950,87940,87950
13:38:00,87950,87960,87950,87940
13:38:01,87950,87950,87930,87930
13:38:02,87930,87940,87920,87920
13:38:03,87920,87940,87920,87920
13:38:04,87920,87920,87910,87900
13:38:05,87900,88020,87900,87970
13:38:06,87950,88000,87950,87980
13:38:07,87970,87990,87970,87970
13:38:08,87970,87990,87970,87980
13:38:09,87990,88000,87990,87990
13:38:10,87990,88000,87980,88000
13:38:11,88000,88000,87990,88000
13:38:12,88000,88030,88000,88020
13:38:13,88020,88030,88020,88020
13:38:14,88020,88030,88010,88020
13:38:15,88010,88030,88010,88020
13:38:16,88020,88030,88010,88030
13:38:17,88010,88030,88000,88010
13:38:18,88010,88020,88010,88010
13:38:19,88020,88020,88000,88010
13:38:20,88020,88030,88000,88020
13:38:21,88010,88030,88010,88010
13:38:22,88010,88010,88010,88020
13:38:23,88010,88020,88000,88020
13:38:24,88010,88020,88010,88010
13:38:25,88010,88020,88010,88020
13:38:26,88010,88020,88010,88020
13:38:27,88020,88030,88010,88030
13:38:28,88030,88030,88020,88030
13:38:29,88030,88030,88020,88010
13:38:30,88020,88030,88010,88030
13:38:31,88030,88030,88010,88010
13:38:32,88010,88020,88010,88010
13:38:33,88010,88020,88000,88020
13:38:34,88010,88030,88010,88030
13:38:35,88030,88050,88020,88030
13:38:36,88040,88040,88030,88040
13:38:37,88030,88040,88030,88040
13:38:38,88040,88040,88040,88030
13:38:39,88030,88040,88020,88020
13:38:40,88030,88040,88030,88020
13:38:41,88030,88050,88030,88030
13:38:42,88030,88050,88030,88050
13:38:43,88050,88050,88050,88050
13:38:44,88050,88050,88030,88030
13:38:45,88040,88050,88030,88040
13:38:46,88040,88040,88030,88030
13:38:47,88030,88050,88030,88030
13:38:48,88040,88050,88030,88040
13:38:49,88040,88050,88030,88040
13:38:50,88020,88020,88020,88020
13:38:51,88030,88030,88030,88030
13:38:52,88030,88040,88020,88030
13:38:53,88030,88050,88030,88040
13:38:54,88050,88060,88050,88060
13:38:55,88050,88060,88050,88050
13:38:56,88060,88070,88060,88050
13:38:57,88060,88070,88060,88070
13:38:58,88070,88070,88060,88060
13:38:59,88050,88070,88050,88050
13:39:00,88060,88060,88040,88060
13:39:01,88060,88070,88060,88060
13:39:02,88070,88070,88050,88070
13:39:03,88050,88070,88050,88050
13:39:04,88050,88050,88040,88050
13:39:05,88060,88060,88050,88050
13:39:06,88050,88060,88050,88050
13:39:07,88050,88060,88040,88050
13:39:08,88050,88060,88050,88060
13:39:09,88050,88050,88050,88060
13:39:10,88050,88070,88050,88060
13:39:11,88060,88070,88050,88060
13:39:12,88060,88060,88010,88020
13:39:13,88020,88030,88010,88020
13:39:14,88030,88030,88030,88020
13:39:15,88010,88020,88010,88010
13:39:16,88010,88010,88010,88000
13:39:17,88010,88020,88000,88010
13:39:18,88000,88010,88000,88000
13:39:19,88000,88000,87980,87990
13:39:20,87990,88020,87980,88010
13:39:21,88020,88030,88000,88000
13:39:22,88000,88020,88000,88020
13:39:23,88000,88020,88000,88020
13:39:24,88030,88030,88010,88010
13:39:25,88020,88020,88010,88010
13:39:26,88010,88030,88010,88010
13:39:27,88010,88030,88010,88030
13:39:28,88010,88030,88010,88020
13:39:29,88030,88030,88030,88030
13:39:30,88020,88040,88020,88040
13:39:31,88040,88050,88040,88040
13:39:32,88040,88050,88040,88040
13:39:33,88050,88060,88050,88060
13:39:34,88060,88060,88040,88060
13:39:35,88050,88060,88050,88060
13:39:36,88060,88070,88060,88070
13:39:37,88070,88070,88050,88070
13:39:38,88060,88070,88060,88050
13:39:39,88070,88070,88070,88070
13:39:40,88070,88070,88060,88060
13:39:41,88060,88090,88060,88070
13:39:42,88080,88090,88070,88090
13:39:43,88090,88090,88090,88080
13:39:44,88090,88090,88070,88070
13:39:45,88070,88080,88070,88080
13:39:46,88080,88080,88060,88070
13:39:47,88060,88070,88060,88070
13:39:48,88060,88080,88060,88080
13:39:49,88070,88080,88060,88060
13:39:50,88070,88080,88060,88070
13:39:51,88060,88080,88060,88080
13:39:52,88080,88080,88060,88060
13:39:53,88070,88070,88070,88070
13:39:54,88060,88070,88060,88060
13:39:55,88050,88070,88050,88060
13:39:56,88060,88060,88060,88060
13:39:57,88060,88060,88060,88060
13:39:58,88050,88050,88040,88030
13:39:59,88040,88050,88030,88050
13:40:00,88050,88080,88030,88070
13:40:01,88070,88090,88060,88090
13:40:02,88090,88100,88080,88090
13:40:03,88090,88090,88080,88090
13:40:04,88090,88090,88080,88080
13:40:05,88090,88090,88080,88090
13:40:06,88090,88090,88090,88090
13:40:07,88090,88090,88090,88090
13:40:08,88080,88080,88080,88080
13:40:09,88080,88080,88070,88070
13:40:10,88080,88080,88060,88070
13:40:11,88060,88070,88060,88070
13:40:12,88060,88070,88060,88070
13:40:13,88070,88070,88070,88070
13:40:14,88070,88070,88060,88060
13:40:15,88070,88080,88060,88080
13:40:16,88070,88090,88060,88080
13:40:17,88090,88130,88090,88120
13:40:18,88130,88140,88120,88130
13:40:19,88130,88140,88120,88140
13:40:20,88150,88150,88130,88150
13:40:21,88140,88140,88120,88140
13:40:22,88140,88140,88120,88120
13:40:23,88140,88180,88140,88180
13:40:24,88180,88200,88160,88180
13:40:25,88180,88190,88180,88190
13:40:26,88190,88200,88170,88190
13:40:27,88190,88190,88180,88180
13:40:28,88190,88200,88180,88190
13:40:29,88190,88200,88170,88180
13:40:30,88190,88190,88180,88190
13:40:31,88180,88200,88180,88190
13:40:32,88190,88200,88180,88180
13:40:33,88200,88200,88180,88200
13:40:34,88200,88200,88180,88190
13:40:35,88190,88210,88190,88210
13:40:36,88200,88210,88200,88220
13:40:37,88220,88220,88200,88210
13:40:38,88200,88210,88200,88200
13:40:39,88200,88210,88190,88200
13:40:40,88200,88200,88190,88190
13:40:41,88190,88200,88170,88180
13:40:42,88180,88190,88170,88180
13:40:43,88190,88200,88180,88190
13:40:44,88190,88200,88180,88200
13:40:45,88200,88200,88190,88200
13:40:46,88200,88220,88200,88200
13:40:47,88220,88230,88220,88220
13:40:48,88230,88230,88210,88230
