TIME,OPEN(T),HIGH(t),LOW(t),CLOSE(t)
17:08:42,88810,88810,88810,88810
17:08:43,88810,88810,88810,88810
17:08:44,88800,88800,88800,88800
17:08:46,88790,88790,88790,88790
17:08:47,88800,88800,88800,88800
17:08:48,88800,88800,88800,88800
17:08:49,88790,88790,88790,88790
17:08:50,88790,88790,88760,88760
17:08:51,88770,88790,88770,88790
17:08:52,88780,88780,88770,88770
17:08:53,88770,88770,88770,88770
17:08:54,88770,88770,88770,88770
17:08:57,88770,88770,88760,88770
17:08:59,88770,88770,88770,88780
17:09:03,88760,88760,88750,88750
17:09:04,88760,88760,88760,88760
17:09:05,88760,88760,88760,88760
17:09:06,88760,88760,88750,88750
17:09:09,88760,88760,88760,88760
17:09:12,88760,88760,88760,88760
17:09:13,88760,88760,88760,88760
17:09:15,88760,88780,88760,88780
17:09:17,88780,88780,88780,88780
17:09:18,88780,88790,88780,88780
17:09:19,88780,88800,88780,88780
17:09:20,88790,88810,88790,88800
17:09:21,88800,88800,88800,88800
17:09:22,88790,88790,88790,88790
17:09:23,88800,88800,88780,88800
17:09:25,88800,88800,88800,88800
17:09:26,88790,88800,88780,88790
17:09:27,88790,88790,88790,88800
17:09:28,88800,88810,88800,88800
17:09:29,88810,88810,88810,88790
17:09:30,88810,88820,88810,88820
17:09:31,88820,88820,88820,88810
17:09:32,88810,88820,88810,88820
17:09:33,88810,88810,88810,88810
17:09:34,88820,88820,88820,88830
17:09:35,88830,88830,88830,88830
17:09:36,88830,88850,88830,88840
17:09:37,88840,88840,88840,88840
17:09:38,88840,88850,88840,88850
17:09:39,88840,88850,88820,88820
17:09:40,88810,88810,88810,88800
17:09:41,88820,88820,88820,88820
17:09:42,88810,88810,88810,88810
17:09:43,88820,88820,88820,88810
17:09:45,88810,88810,88810,88810
17:09:46,88810,88810,88810,88810
17:09:47,88800,88800,88800,88800
17:09:49,88810,88820,88810,88820
17:09:50,88820,88820,88820,88830
17:09:51,88820,88830,88820,88830
17:09:52,88840,88840,88830,88820
17:09:53,88820,88830,88820,88830
17:09:54,88840,88840,88840,88840
17:09:55,88840,88840,88840,88840
17:09:56,88850,88850,88840,88840
17:09:57,88850,88850,88850,88850
17:09:58,88840,88840,88820,88840
17:10:01,88840,88840,88820,88840
17:10:02,88820,88820,88820,88820
17:10:03,88840,88840,88840,88840
17:10:04,88820,88820,88820,88820
17:10:05,88820,88820,88810,88810
17:10:07,88800,88800,88800,88820
17:10:09,88810,88810,88810,88810
17:10:11,88810,88810,88810,88810
17:10:13,88800,88800,88800,88800
17:10:14,88790,88790,88790,88790
17:10:15,88800,88800,88800,88800
17:10:16,88810,88820,88810,88820
17:10:17,88820,88820,88820,88820
17:10:18,88820,88820,88820,88820
17:10:22,88810,88810,88810,88810
17:10:25,88810,88810,88810,88810
17:10:26,88810,88810,88810,88810
17:10:27,88820,88820,88820,88820
17:10:28,88810,88810,88810,88830
17:10:29,88820,88820,88810,88810
17:10:30,88820,88820,88820,88820
17:10:31,88830,88830,88830,88830
17:10:32,88840,88840,88840,88840
17:10:33,88840,88840,88840,88840
17:10:34,88840,88840,88840,88840
17:10:35,88830,88840,88830,88830
17:10:36,88830,88830,88830,88840
17:10:37,88840,88840,88840,88840
17:10:38,88820,88840,88820,88840
17:10:39,88820,88820,88820,88820
17:10:42,88840,88850,88830,88830
17:10:43,88830,88840,88830,88840
17:10:44,88830,88830,88830,88830
17:10:45,88820,88820,88820,88820
17:10:49,88830,88830,88830,88830
17:10:50,88840,88840,88840,88840
17:10:53,88840,88860,88840,88840
17:10:54,88850,88850,88850,88850
17:10:55,88850,88850,88850,88850
17:10:56,88830,88830,88820,88820
17:10:59,88820,88820,88820,88820
17:11:02,88830,88830,88830,88830
17:11:03,88830,88840,88830,88840
17:11:05,88840,88840,88840,88840
17:11:06,88840,88840,88840,88840
17:11:07,88820,88820,88820,88820
17:11:08,88820,88820,88820,88820
17:11:09,88830,88840,88830,88840
17:11:12,88840,88860,88840,88850
17:11:13,88860,88890,88840,88890
17:11:14,88890,88910,88880,88910
17:11:15,88900,88910,88880,88900
17:11:16,88900,88900,88880,88880
17:11:17,88870,88870,88870,88870
17:11:18,88880,88890,88880,88880
17:11:19,88890,88900,88890,88900
17:11:20,88890,88890,88890,88900
17:11:21,88900,88910,88890,88900
17:11:22,88900,88920,88900,88920
17:11:23,88920,88920,88900,88900
17:11:24,88900,88920,88900,88910
17:11:25,88910,88910,88910,88910
17:11:26,88920,88930,88900,88920
17:11:27,88920,88930,88920,88930
17:11:28,88930,88940,88930,88940
17:11:29,88920,88940,88920,88920
17:11:30,88920,88920,88920,88920
17:11:31,88910,88920,88910,88920
17:11:33,88910,88910,88870,88870
17:11:34,88880,88900,88880,88900
17:11:35,88900,88900,88900,88900
17:11:36,88880,88900,88880,88890
17:11:37,88900,88900,88880,88900
17:11:38,88890,88890,88890,88890
17:11:40,88900,88900,88900,88900
17:11:41,88900,88900,88900,88900
17:11:42,88900,88900,88900,88900
17:11:44,88910,88910,88910,88920
17:11:45,88910,88910,88910,88920
17:11:46,88920,88920,88920,88920
17:11:47,88920,88930,88920,88910
17:11:48,88910,88920,88910,88920
17:11:49,88910,88950,88910,88940
17:11:50,88940,88940,88930,88940
17:11:51,88940,88960,88940,88960
17:11:52,88960,88960,88950,88960
17:11:53,88960,88990,88960,88970
17:11:54,88960,88960,88950,88950
17:11:55,88960,88970,88960,88970
17:11:56,88970,88970,88960,88950
17:11:57,88970,89010,88970,88970
17:11:58,88960,88980,88960,88970
17:11:59,88970,88970,88960,88970
17:12:00,88960,88970,88960,88960
17:12:01,88970,88980,88960,88960
17:12:02,88970,89000,88950,88970
17:12:03,88970,88970,88970,88970
17:12:04,88970,88970,88960,88970
17:12:05,88960,88970,88960,88960
17:12:06,88960,88970,88960,88970
17:12:07,88960,88970,88960,88970
17:12:08,88960,88960,88960,88960
17:12:09,88970,88970,88960,88960
17:12:10,88960,88960,88950,88970
17:12:11,88950,88950,88950,88950
17:12:12,88950,88970,88950,88970
17:12:13,88950,88960,88940,88950
17:12:14,88950,88960,88940,88940
17:12:15,88940,88940,88940,88940
17:12:16,88930,88930,88930,88930
17:12:17,88930,88930,88890,88890
17:12:18,88910,88930,88910,88910
17:12:19,88920,88930,88900,88910
17:12:20,88920,88920,88910,88910
17:12:21,88920,88920,88920,88920
17:12:22,88920,88920,88920,88920
17:12:23,88920,88930,88920,88940
17:12:24,88940,88940,88940,88940
17:12:25,88930,88930,88930,88930
17:12:26,88950,88950,88950,88950
17:12:27,88950,88950,88950,88940
17:12:28,88950,88950,88950,88950
17:12:29,88940,88940,88940,88940
17:12:30,88940,88950,88940,88940
17:12:31,88940,88950,88930,88930
17:12:32,88930,88930,88930,88930
17:12:33,88920,88920,88920,88930
17:12:34,88930,88930,88930,88930
17:12:35,88920,88920,88910,88910
17:12:37,88910,88920,88910,88900
17:12:38,88920,88920,88910,88930
17:12:39,88920,88940,88910,88930
17:12:40,88920,88920,88910,88920
17:12:42,88920,88920,88920,88920
17:12:43,88900,88900,88900,88900
17:12:44,88900,88900,88900,88900
17:12:45,88910,88910,88910,88910
17:12:46,88900,88900,88900,88900
17:12:47,88910,88910,88910,88910
17:12:48,88910,88920,88910,88930
17:12:49,88920,88920,88920,88920
17:12:50,88910,88910,88910,88910
17:12:51,88910,88910,88900,88900
17:12:52,88890,88890,88880,88890
17:12:54,88890,88890,88890,88880
17:12:55,88890,88890,88890,88890
17:12:56,88890,88900,88890,88900
17:12:57,88900,88900,88900,88910
17:12:58,88910,88910,88910,88910
17:12:59,88920,88920,88920,88920
17:13:00,88910,88930,88910,88930
17:13:01,88920,88920,88920,88920
17:13:02,88920,88920,88920,88920
17:13:03,88930,88930,88930,88930
17:13:04,88920,88920,88920,88930
17:13:05,88920,88920,88920,88920
17:13:06,88930,88930,88930,88930
17:13:09,88910,88910,88910,88910
17:13:10,88920,88920,88920,88910
17:13:11,88900,88900,88900,88900
17:13:14,88900,88900,88900,88900
17:13:15,88900,88900,88900,88900
17:13:16,88890,88890,88890,88890
17:13:17,88890,88900,88890,88900
17:13:18,88890,88890,88880,88880
17:13:19,88880,88880,88880,88880
17:13:20,88900,88900,88890,88890
17:13:21,88890,88890,88890,88890
17:13:23,88890,88890,88890,88890
17:13:24,88890,88890,88890,88890
17:13:25,88890,88890,88880,88880
17:13:26,88880,88890,88880,88890
17:13:27,88880,88880,88880,88880
17:13:28,88900,88900,88900,88900
17:13:33,88880,88880,88880,88880
17:13:35,88880,88880,88880,88880
17:13:37,88880,88880,88880,88880
17:13:38,88890,88900,88890,88900
17:13:39,88880,88890,88880,88890
17:13:40,88890,88890,88890,88890
17:13:43,88880,88880,88870,88870
17:13:45,88880,88880,88870,88870
17:13:46,88860,88870,88860,88870
17:13:47,88870,88880,88860,88860
17:13:48,88870,88870,88870,88860
17:13:51,88860,88870,88860,88870
17:13:55,88880,88880,88880,88880
17:13:56,88880,88880,88880,88880
17:14:00,88880,88880,88880,88880
17:14:01,88880,88880,88880,88880
17:14:02,88890,88890,88890,88890
17:14:03,88900,88900,88890,88900
17:14:04,88890,88890,88890,88890
17:14:11,88910,88910,88910,88910
17:14:12,88900,88900,88900,88900
17:14:13,88910,88910,88910,88910
17:14:14,88900,88910,88900,88910
17:14:15,88910,88910,88910,88910
17:14:20,88890,88890,88880,88890
17:14:23,88880,88880,88870,88870
17:14:28,88880,88880,88880,88880
17:14:29,88880,88880,88870,88870
17:14:30,88860,88880,88860,88880
17:14:31,88880,88880,88880,88890
17:14:34,88880,88880,88880,88880
17:14:38,88880,88880,88880,88870
17:14:39,88870,88870,88870,88870
17:14:40,88880,88880,88880,88880
17:14:42,88880,88880,88860,88860
17:14:44,88870,88870,88870,88870
17:14:45,88870,88870,88860,88860
17:14:46,88850,88870,88850,88870
17:14:47,88860,88890,88860,88890
17:14:48,88890,88890,88890,88890
17:14:49,88880,88880,88870,88880
17:14:50,88870,88870,88870,88870
17:14:51,88860,88870,88840,88840
17:14:52,88840,88840,88840,88850
17:14:53,88840,88850,88840,88850
17:14:54,88860,88860,88840,88830
17:14:55,88840,88840,88830,88830
17:14:56,88830,88830,88830,88840
17:14:57,88830,88830,88830,88840
17:14:58,88820,88820,88820,88820
17:15:00,88840,88850,88840,88850
17:15:01,88850,88860,88850,88870
17:15:02,88850,88870,88850,88870
17:15:03,88860,88860,88850,88860
17:15:04,88860,88870,88860,88880
17:15:05,88870,88870,88870,88880
17:15:06,88880,88890,88880,88890
17:15:07,88890,88900,88890,88900
17:15:08,88910,88910,88900,88910
17:15:09,88910,88910,88900,88900
17:15:10,88910,88910,88910,88910
17:15:11,88910,88920,88910,88920
17:15:12,88920,88920,88920,88920
17:15:13,88920,88940,88920,88930
17:15:14,88940,88950,88930,88950
17:15:15,88950,88950,88950,88950
17:15:16,88950,88950,88950,88950
17:15:17,88950,88960,88950,88960
17:15:18,88960,88970,88950,88970
17:15:19,88970,88980,88970,88970
17:15:20,88980,88980,88970,88970
17:15:21,88970,88970,88960,88970
17:15:22,88970,88970,88970,88960
17:15:23,88950,88950,88930,88930
17:15:25,88930,88930,88920,88920
17:15:26,88930,88930,88920,88920
17:15:28,88930,88930,88930,88930
17:15:29,88930,88930,88930,88930
17:15:30,88930,88930,88930,88930
17:15:31,88930,88930,88930,88940
17:15:33,88930,88930,88930,88930
17:15:34,88920,88920,88920,88930
17:15:35,88910,88930,88910,88910
17:15:36,88910,88930,88910,88930
17:15:37,88930,88940,88930,88940
17:15:38,88940,88940,88930,88930
17:15:40,88950,88950,88950,88950
17:15:41,88950,88950,88950,88950
17:15:42,88950,88950,88940,88940
17:15:43,88930,88930,88920,88920
17:15:44,88940,88960,88940,88940
17:15:45,88940,88940,88940,88940
17:15:47,88940,88950,88940,88930
17:15:48,88940,88940,88940,88930
17:15:49,88940,88940,88940,88940
17:15:50,88930,88950,88930,88940
17:15:51,88930,88930,88930,88930
17:15:53,88950,88990,88950,88960
17:15:55,88960,88960,88920,88930
17:15:56,88920,88930,88920,88940
17:15:57,88920,88920,88910,88920
17:15:58,88910,88920,88910,88910
17:15:59,88910,88910,88910,88920
17:16:00,88930,88930,88930,88930
17:16:01,88930,88930,88930,88930
17:16:02,88930,88930,88930,88930
17:16:05,88940,88940,88940,88950
17:16:06,88940,88940,88930,88930
17:16:07,88930,88950,88930,88940
17:16:10,88950,88970,88950,88970
17:16:11,88970,88980,88970,88970
17:16:12,88980,88980,88980,88980
17:16:13,88980,88990,88980,88980
17:16:14,88970,88990,88970,88990
17:16:15,88990,89000,88990,89000
17:16:16,89000,89040,88990,89020
17:16:17,89020,89030,89010,89010
17:16:18,89010,89020,89010,89000
17:16:19,89010,89010,88990,88990
17:16:20,88990,89000,88990,88990
17:16:21,88990,88990,88980,88980
17:16:22,88980,88980,88970,88970
17:16:24,88990,88990,88990,88990
17:16:25,88990,88990,88960,88980
17:16:26,88970,88990,88970,88970
17:16:27,88990,88990,88970,88970
17:16:28,88970,88970,88950,88960
17:16:29,88970,88970,88950,88950
17:16:30,88950,88950,88940,88940
17:16:31,88950,88950,88940,88950
17:16:32,88950,88970,88950,88950
17:16:33,88940,88940,88940,88940
17:16:34,88940,88940,88920,88920
17:16:35,88930,88930,88930,88930
17:16:36,88940,88940,88940,88940
17:16:38,88950,88960,88950,88960
17:16:39,88950,88950,88950,88950
17:16:40,88970,88970,88970,88970
17:16:41,88950,88950,88950,88950
17:16:42,88950,88950,88950,88950
17:16:43,88970,88970,88960,88970
17:16:44,88990,88990,88990,88990
17:16:45,88980,88980,88980,88980
17:16:46,88980,88980,88980,88980
17:16:48,88970,88970,88960,88970
17:16:49,88970,88970,88970,88990
17:16:52,88970,88970,88970,88970
17:16:54,88980,88980,88980,88980
17:16:55,88980,88990,88980,88990
17:16:58,88970,88970,88970,88970
17:16:59,88970,88970,88960,88960
17:17:00,88970,88980,88960,88970
17:17:01,88970,88980,88970,88980
17:17:02,88980,88980,88980,88980
17:17:04,88980,88980,88980,88980
17:17:05,88980,88980,88980,88980
17:17:09,88990,88990,88990,88980
17:17:10,88990,88990,88980,88980
17:17:11,88990,89000,88990,89000
17:17:12,89000,89010,89000,89000
17:17:13,89010,89020,89010,89020
17:17:14,89020,89020,89010,89030
17:17:15,89020,89030,89020,89020
17:17:16,89030,89030,89030,89030
17:17:17,89020,89020,89010,89010
17:17:18,89010,89020,89010,89020
17:17:19,89010,89010,89010,89000
17:17:20,89010,89020,89000,89000
17:17:21,89020,89020,89020,89010
17:17:22,89010,89010,89010,89010
17:17:23,89000,89010,89000,88990
17:17:24,89000,89000,88980,88980
17:17:25,88980,89000,88980,88980
17:17:26,88980,88990,88980,88980
17:17:27,88980,88980,88980,88980
17:17:28,88970,88970,88970,88970
17:17:29,88970,88980,88970,88980
17:17:30,88960,88970,88960,88980
17:17:31,88970,88970,88930,88930
17:17:32,88930,88930,88880,88890
17:17:33,88900,88920,88890,88920
17:17:34,88900,88910,88900,88900
17:17:35,88890,88890,88890,88890
17:17:36,88900,88900,88880,88880
17:17:37,88880,88890,88870,88880
17:17:38,88880,88880,88870,88880
17:17:39,88870,88890,88870,88880
17:17:40,88880,88880,88870,88880
17:17:41,88870,88870,88860,88860
17:17:42,88860,88860,88860,88870
17:17:43,88860,88870,88850,88850
17:17:44,88850,88850,88840,88840
17:17:45,88840,88850,88830,88840
17:17:46,88840,88860,88830,88850
17:17:47,88840,88840,88840,88840
17:17:48,88830,88840,88830,88840
17:17:49,88830,88850,88820,88850
17:17:50,88840,88860,88840,88850
17:17:51,88840,88850,88840,88840
17:17:52,88840,88850,88840,88840
17:17:53,88840,88850,88840,88840
17:17:54,88840,88850,88840,88840
17:17:55,88840,88850,88840,88850
17:17:56,88840,88840,88840,88840
17:17:57,88840,88840,88830,88830
17:17:58,88850,88850,88850,88850
17:17:59,88850,88850,88850,88840
17:18:00,88840,88840,88840,88840
17:18:01,88840,88840,88840,88830
17:18:02,88830,88830,88830,88830
17:18:03,88830,88830,88830,88830
17:18:04,88820,88840,88820,88840
17:18:05,88830,88830,88830,88850
17:18:06,88850,88850,88840,88840
17:18:08,88840,88840,88840,88840
17:18:09,88830,88830,88830,88850
17:18:10,88840,88840,88830,88830
17:18:13,88830,88830,88830,88830
17:18:14,88830,88830,88830,88830
17:18:15,88840,88850,88840,88850
17:18:16,88830,88830,88830,88840
17:18:17,88830,88830,88800,88810
17:18:18,88810,88820,88790,88790
17:18:19,88790,88820,88790,88820
17:18:20,88800,88800,88790,88800
17:18:21,88790,88790,88790,88790
17:18:22,88800,88800,88790,88800
17:18:23,88800,88800,88800,88800
17:18:24,88790,88790,88770,88770
17:18:25,88790,88800,88760,88780
17:18:26,88780,88790,88780,88780
17:18:27,88780,88790,88770,88770
17:18:28,88770,88770,88770,88770
17:18:29,88770,88770,88770,88770
17:18:30,88770,88780,88760,88760
17:18:31,88760,88760,88760,88750
17:18:32,88750,88760,88750,88750
17:18:33,88750,88760,88750,88760
17:18:34,88770,88770,88760,88760
17:18:35,88770,88770,88770,88770
17:18:36,88760,88760,88760,88760
17:18:37,88760,88770,88760,88760
17:18:38,88770,88770,88760,88760
17:18:39,88770,88770,88750,88750
17:18:40,88750,88750,88750,88750
17:18:41,88750,88750,88750,88750
17:18:43,88750,88750,88750,88750
17:18:44,88750,88760,88750,88750
17:18:45,88740,88750,88730,88740
17:18:46,88740,88750,88740,88750
17:18:47,88750,88750,88750,88750
17:18:48,88750,88760,88750,88750
17:18:50,88750,88750,88750,88750
17:18:51,88760,88760,88760,88760
17:18:52,88760,88760,88740,88740
17:18:53,88740,88750,88740,88740
17:18:54,88740,88740,88740,88730
17:18:55,88730,88730,88720,88730
17:18:57,88740,88750,88710,88710
17:18:58,88710,88710,88710,88720
17:18:59,88710,88720,88710,88710
17:19:00,88710,88720,88700,88710
17:19:01,88710,88710,88700,88710
17:19:02,88700,88720,88700,88700
17:19:03,88720,88720,88710,88710
17:19:04,88710,88720,88710,88710
17:19:05,88720,88720,88720,88720
17:19:07,88710,88710,88710,88710
17:19:08,88720,88720,88720,88710
17:19:09,88700,88700,88680,88680
17:19:10,88680,88690,88670,88670
17:19:11,88660,88670,88650,88650
17:19:12,88650,88660,88650,88660
17:19:13,88660,88670,88650,88660
17:19:14,88660,88670,88660,88670
17:19:15,88680,88680,88680,88670
17:19:16,88670,88690,88670,88700
17:19:17,88680,88680,88670,88670
17:19:18,88670,88670,88660,88660
17:19:19,88660,88660,88660,88660
17:19:20,88660,88660,88650,88650
17:19:21,88650,88670,88640,88650
17:19:22,88650,88660,88650,88660
17:19:23,88660,88660,88650,88650
17:19:24,88650,88650,88640,88650
17:19:25,88640,88650,88640,88640
17:19:26,88650,88660,88640,88640
17:19:27,88650,88650,88640,88650
17:19:28,88640,88640,88630,88640
17:19:29,88630,88630,88630,88640
17:19:30,88640,88640,88630,88640
17:19:31,88630,88640,88630,88640
17:19:32,88630,88630,88630,88630
17:19:33,88630,88640,88630,88630
17:19:34,88650,88650,88630,88630
17:19:35,88630,88630,88630,88640
17:19:36,88630,88630,88630,88630
17:19:37,88640,88640,88600,88600
17:19:38,88610,88610,88590,88600
17:19:39,88600,88610,88580,88600
17:19:40,88610,88610,88610,88600
17:19:41,88610,88610,88590,88590
17:19:42,88590,88600,88580,88590
17:19:43,88600,88600,88580,88580
17:19:44,88590,88600,88580,88580
17:19:45,88580,88590,88570,88580
17:19:46,88580,88590,88570,88570
17:19:47,88590,88590,88570,88570
17:19:48,88570,88570,88570,88570
17:19:49,88580,88590,88580,88580
17:19:50,88580,88580,88580,88580
17:19:51,88580,88580,88580,88590
17:19:52,88590,88590,88590,88570
17:19:53,88570,88600,88570,88600
17:19:54,88580,88580,88570,88580
17:19:55,88580,88580,88570,88570
17:19:56,88570,88580,88570,88580
17:19:57,88570,88570,88560,88560
17:19:58,88550,88560,88540,88540
17:19:59,88550,88550,88540,88550
17:20:00,88550,88560,88530,88540
17:20:01,88540,88540,88520,88520
17:20:02,88530,88530,88500,88510
17:20:03,88510,88530,88490,88510
17:20:04,88510,88520,88490,88510
17:20:05,88510,88520,88510,88520
17:20:06,88520,88520,88500,88500
17:20:07,88510,88540,88510,88540
17:20:08,88530,88540,88500,88530
17:20:09,88520,88530,88520,88530
17:20:10,88520,88540,88520,88530
17:20:11,88530,88540,88520,88530
17:20:12,88530,88540,88510,88520
17:20:13,88500,88520,88500,88510
17:20:14,88520,88520,88510,88510
17:20:15,88500,88520,88500,88510
17:20:16,88500,88520,88500,88510
17:20:17,88510,88510,88500,88500
17:20:18,88520,88520,88500,88520
17:20:19,88500,88520,88500,88510
17:20:20,88530,88530,88520,88530
17:20:21,88540,88540,88540,88530
17:20:22,88540,88540,88530,88540
17:20:23,88550,88550,88530,88540
17:20:24,88540,88580,88540,88570
17:20:25,88580,88580,88570,88580
17:20:26,88580,88580,88560,88570
17:20:27,88570,88580,88560,88580
17:20:28,88570,88570,88570,88570
17:20:29,88580,88580,88580,88580
17:20:30,88580,88600,88580,88590
17:20:31,88600,88600,88590,88600
17:20:32,88590,88610,88590,88610
17:20:33,88610,88610,88600,88600
17:20:34,88590,88590,88560,88560
17:20:35,88570,88570,88560,88570
17:20:36,88570,88570,88560,88560
17:20:37,88570,88580,88560,88580
17:20:38,88570,88580,88570,88580
17:20:39,88570,88570,88560,88560
17:20:40,88570,88570,88560,88570
17:20:41,88570,88570,88570,88570
17:20:42,88580,88580,88580,88580
17:20:43,88570,88580,88570,88580
17:20:44,88590,88590,88590,88580
17:20:45,88580,88580,88580,88570
17:20:46,88570,88570,88570,88570
17:20:47,88570,88570,88570,88570
17:20:48,88560,88570,88560,88560
17:20:49,88560,88560,88560,88560
17:20:50,88560,88560,88550,88570
17:20:51,88560,88560,88560,88560
17:20:53,88560,88560,88560,88560
17:20:54,88560,88560,88560,88560
17:20:55,88560,88560,88560,88550
17:20:57,88550,88550,88550,88550
17:20:58,88550,88570,88550,88570
17:20:59,88560,88570,88560,88570
17:21:00,88570,88570,88570,88580
17:21:01,88580,88590,88580,88590
17:21:02,88580,88590,88570,88590
17:21:03,88580,88580,88570,88570
17:21:04,88570,88590,88570,88570
17:21:05,88570,88580,88570,88580
17:21:06,88570,88580,88570,88570
17:21:07,88570,88570,88570,88570
17:21:08,88560,88560,88560,88560
17:21:09,88560,88580,88560,88570
17:21:10,88560,88560,88560,88560
17:21:11,88550,88550,88540,88560
17:21:12,88540,88540,88540,88540
17:21:13,88540,88550,88530,88550
17:21:14,88540,88540,88530,88550
17:21:15,88540,88560,88540,88550
17:21:16,88560,88570,88560,88570
17:21:17,88560,88560,88560,88560
17:21:18,88560,88560,88560,88560
17:21:19,88570,88590,88570,88590
17:21:20,88570,88580,88560,88580
17:21:21,88570,88570,88570,88570
17:21:22,88580,88580,88580,88580
17:21:23,88590,88590,88580,88580
17:21:25,88580,88590,88570,88590
17:21:26,88600,88600,88580,88590
17:21:27,88590,88590,88580,88590
17:21:28,88590,88590,88580,88600
17:21:29,88590,88600,88590,88590
17:21:30,88600,88600,88590,88590
17:21:31,88590,88590,88580,88580
17:21:32,88580,88590,88580,88590
17:21:33,88580,88580,88580,88580
17:21:34,88570,88570,88560,88570
17:21:35,88560,88580,88560,88580
17:21:36,88580,88580,88570,88570
17:21:37,88580,88580,88580,88580
17:21:38,88580,88580,88570,88580
17:21:39,88580,88580,88580,88580
17:21:40,88570,88570,88570,88570
17:21:41,88580,88580,88580,88580
17:21:43,88570,88570,88570,88570
17:21:44,88570,88570,88570,88570
17:21:46,88580,88590,88580,88600
17:21:47,88600,88620,88600,88620
17:21:48,88620,88620,88600,88600
17:21:49,88600,88600,88600,88600
17:21:50,88600,88600,88600,88620
17:21:51,88600,88620,88600,88620
17:21:52,88610,88620,88610,88620
17:21:53,88620,88620,88620,88620
17:21:54,88600,88620,88600,88600
17:21:55,88620,88620,88620,88620
17:21:56,88620,88630,88600,88630
17:21:57,88630,88630,88610,88620
17:21:58,88600,88620,88600,88600
17:21:59,88610,88620,88610,88620
17:22:00,88620,88620,88610,88620
17:22:01,88630,88630,88620,88610
17:22:02,88620,88640,88620,88640
17:22:03,88630,88630,88630,88630
17:22:04,88620,88630,88620,88620
17:22:05,88620,88620,88620,88620
17:22:06,88630,88630,88620,88620
17:22:07,88620,88620,88620,88620
17:22:08,88620,88630,88620,88630
17:22:09,88610,88610,88610,88610
17:22:10,88610,88610,88610,88620
17:22:11,88600,88640,88600,88610
17:22:12,88610,88610,88610,88610
17:22:13,88600,88600,88590,88590
17:22:14,88590,88590,88590,88590
17:22:15,88590,88590,88590,88590
17:22:16,88580,88580,88580,88580
17:22:17,88580,88580,88570,88570
17:22:18,88580,88580,88570,88580
17:22:19,88570,88570,88570,88570
17:22:20,88570,88570,88570,88570
17:22:21,88580,88580,88560,88560
17:22:22,88560,88560,88560,88560
17:22:23,88570,88580,88570,88580
17:22:24,88580,88580,88580,88580
17:22:25,88580,88580,88580,88580
17:22:26,88580,88580,88570,88560
17:22:27,88570,88570,88570,88570
17:22:28,88570,88570,88570,88570
17:22:29,88570,88570,88570,88570
17:22:30,88570,88570,88570,88570
17:22:31,88560,88560,88560,88560
17:22:32,88560,88560,88560,88560
17:22:33,88560,88560,88560,88560
17:22:34,88560,88570,88560,88570
17:22:35,88570,88570,88570,88570
17:22:36,88570,88570,88560,88560
17:22:37,88560,88570,88550,88560
17:22:38,88570,88570,88560,88560
17:22:39,88560,88560,88560,88550
17:22:40,88550,88550,88540,88540
17:22:41,88540,88540,88540,88540
17:22:42,88530,88540,88520,88520
17:22:43,88530,88540,88520,88530
17:22:44,88520,88540,88520,88540
17:22:45,88530,88530,88530,88530
17:22:46,88540,88550,88540,88550
17:22:47,88540,88560,88540,88560
17:22:48,88560,88560,88560,88560
17:22:50,88550,88560,88550,88560
17:22:51,88570,88570,88570,88570
17:22:52,88560,88560,88560,88560
17:22:53,88560,88560,88550,88550
17:22:54,88550,88550,88540,88540
17:22:56,88560,88560,88560,88560
17:22:57,88560,88560,88550,88560
17:22:58,88570,88570,88570,88570
17:22:59,88560,88560,88550,88550
17:23:00,88570,88580,88570,88590
17:23:01,88580,88580,88580,88590
17:23:02,88580,88580,88560,88580
17:23:03,88590,88590,88590,88590
17:23:04,88570,88590,88570,88590
17:23:05,88600,88600,88600,88600
17:23:06,88590,88600,88580,88580
17:23:07,88580,88580,88580,88580
17:23:08,88570,88570,88570,88570
17:23:09,88580,88580,88580,88580
17:23:10,88570,88570,88570,88570
17:23:11,88590,88590,88590,88590
17:23:12,88570,88570,88570,88590
17:23:14,88590,88590,88590,88590
17:23:15,88590,88590,88580,88580
17:23:16,88580,88580,88570,88580
17:23:17,88580,88580,88580,88570
17:23:18,88570,88570,88570,88570
17:23:19,88570,88590,88570,88590
17:23:20,88590,88600,88580,88600
17:23:21,88590,88600,88580,88590
17:23:22,88590,88600,88580,88590
17:23:23,88570,88590,88570,88580
17:23:25,88590,88590,88590,88590
17:23:26,88590,88590,88590,88590
17:23:27,88590,88590,88590,88580
17:23:29,88600,88600,88590,88590
17:23:31,88610,88610,88610,88610
17:23:32,88600,88610,88600,88610
17:23:33,88600,88600,88590,88590
17:23:34,88600,88600,88600,88600
17:23:35,88600,88600,88600,88600
17:23:36,88600,88600,88600,88600
17:23:37,88590,88590,88590,88600
17:23:38,88600,88600,88600,88590
17:23:39,88600,88600,88590,88590
17:23:40,88590,88590,88590,88590
17:23:41,88590,88590,88580,88590
17:23:42,88590,88590,88590,88580
17:23:43,88580,88590,88580,88590
17:23:44,88590,88590,88590,88580
17:23:45,88590,88590,88590,88590
17:23:46,88590,88590,88590,88600
17:23:47,88580,88590,88580,88580
17:23:48,88580,88580,88580,88580
17:23:49,88580,88580,88580,88580
17:23:50,88580,88580,88580,88580
